Study Hours per Week,Attendance Rate,Previous Grades,Passed
5.2,81.5,83.1,No
3.3,,59.3,No
13,54.9,95.3,Yes
7.5,51.3,,nan
22.1,94.7,84.5,No
14.7,44.8,78.3,No
7.4,104.1,72.5,No
16.1,98.7,85.3,Yes
13.7,86.6,84.4,No
13.2,44.7,61.9,Yes
9.4,71.8,62.7,No
12.1,74,71.9,No
-0.5,80.8,89.5,Yes
16.6,86.1,73.5,Yes
-7.2,,88.7,Yes
7.8,96.2,70.6,Yes
2,85.4,55,Yes
7.5,85.2,44,Yes
9.6,70.5,74.5,No
4,82.8,56.9,No
-3.9,32.1,76.1,nan
11,83,200,No
20.4,108.2,58.3,Yes
8.2,90.6,51,No
14.8,88.3,57.8,Yes
17.5,90.5,48.7,Yes
0.5,99.2,50.8,No
7.7,71,26.7,Yes
3.6,94.7,31.2,No
6,84.1,67,No
18.5,76.3,95.3,Yes
11.1,102,68.5,No
13.9,61.2,67.9,Yes
9.8,62,82.6,No
3.9,27.9,67.6,No
,56.4,67.2,No
16.3,66.2,44.4,Yes
11.6,74,64.7,nan
,84,56.1,Yes
3.8,92.6,63,No
,48.4,57.2,Yes
16.7,77.2,57.3,No
12,55.3,61.9,Yes
1,48.4,67.4,No
18.2,81.5,50.6,No
5.3,77,60.8,Yes
11.9,84.9,63.4,No
14.8,86.6,67.2,Yes
15.4,65.4,82.5,No
1,96.9,80.7,No
10.6,56.6,81.3,Yes
10.3,53.9,76.2,No
17.2,83,107.1,No
12.3,79.3,67.4,Yes
17.2,58.8,49.9,No
12.7,58.3,92.3,No
9.6,82.6,67.4,Yes
11,80,90.5,No
17.6,54.2,,Yes
3.5,62.1,,Yes
14.5,56.8,101.4,No
6.9,32.6,43.6,No
5.8,102.3,52.1,No
15.1,79.8,76.6,nan
5.6,98.2,79.7,No
11.9,68.9,67,nan
7.6,55.6,67.9,Yes
-1.8,57.5,53.5,No
12.4,57.5,83.6,Yes
10.6,64.6,83.7,Yes
0.4,44,75.3,No
6.5,67.3,44.6,No
1,63.5,68.6,Yes
13.7,92.5,63.3,No
16.9,85.7,64,Yes
14.2,67.3,41.4,Yes
14.9,84.5,56.7,No
7.4,53.1,67.6,Yes
,49.7,67.4,Yes
10,73.1,64.1,No
10.9,77,56.9,Yes
14.8,,,Yes
15.9,,51,Yes
8.1,,71.7,No
3,95.7,73.1,Yes
9.1,63.9,53,No
8.9,81.7,78.4,nan
11.4,54.1,53.9,Yes
14.2,60.4,68.2,No
0.4,81.6,77.5,No
6.6,57.2,64.5,No
5.2,59.2,57.1,No
16.3,83.6,65.2,No
9,59.7,75.9,No
7.4,94.2,70.8,No
12.7,70.7,58.3,No
7,71.5,59,Yes
9.9,80,64.6,No
19.1,72.3,78.2,Yes
18.9,80.6,70.4,No
,56.6,62.2,Yes
9.1,20.6,59.9,Yes
6.9,46.7,45,No
0.4,65.9,98.8,No
15.2,84.8,60.4,Yes
22.1,118.2,55.2,No
7.8,63.1,84.8,No
5.9,61.9,58.3,Yes
8.6,81.7,69.6,Yes
10.4,79.4,63.2,No
4.3,80.1,60.9,No
7.7,,72.7,Yes
15.1,35.4,70.9,No
10.6,78.9,50.3,No
16.4,74,61.5,No
11.8,43.2,75.1,Yes
4.6,86.6,72.3,Yes
7.1,89.6,62.3,No
11.2,86.2,50.9,Yes
4.4,,84.3,No
3.7,79.4,75.8,Yes
4,57,104,No
12.6,47.3,66.1,No
8.2,73,74.2,No
15.9,45,69.6,Yes
5.5,72.3,43.1,Yes
-2.3,74,69.3,No
9.3,58.7,37.4,Yes
18.2,113.8,53.1,No
10.2,63,,No
3.1,79.2,64.7,No
1.9,71.2,22.2,No
16,93.8,68.1,No
6,68.3,47.8,No
17.7,49.7,75.2,Yes
13.3,83.3,63.7,Yes
6.2,44.9,83.1,No
15.8,58,41.2,Yes
5.4,64.8,37.5,Yes
2.8,65.5,81.7,Yes
5.7,68.1,84.4,Yes
13.8,66.5,103.1,Yes
15.7,77.5,69.8,No
8,61.4,69.1,No
0.7,83.7,69.8,No
,58.2,76.4,No
4.7,49.6,65.6,Yes
3.5,52.4,36.5,Yes
11.3,66.8,59.1,No
19.7,94.4,58.2,Yes
14,74.4,56.6,Yes
,65.8,76.7,No
6.5,74.2,,No
7.5,50.8,,No
11.9,40.9,48.5,No
17.9,55.2,60.4,Yes
7.7,54,48.4,Yes
17.7,123,63.9,No
20.5,113.4,40.6,Yes
8.3,113.2,58.7,No
8.1,50.7,76.3,Yes
8.2,110.1,,No
10.3,60.7,72.1,No
,107.9,72.6,No
14.4,83.8,50.1,Yes
2.3,55.2,64,No
7.3,150,81.6,Yes
11.6,107.3,68.8,No
14.4,53.8,70.4,No
21,,61,No
3.6,36.3,51.6,No
,67.1,62.9,Yes
-1.3,67.2,68.9,No
4.5,66.8,64.6,Yes
1.2,107.2,62.3,No
7.4,48.3,63.3,No
8.9,70.5,74.8,No
12.3,90.1,62.2,No
8.5,48.7,51.2,No
12.3,57.3,57.2,No
10.6,97.3,80.1,Yes
4.8,,67.8,nan
1.6,66.3,48.5,Yes
12.9,92.2,70.4,Yes
18.2,106.1,53.2,Yes
22.7,66.9,65.9,No
,90.8,80.4,No
17.3,66.5,53.8,Yes
12.3,47.9,48.9,No
11.5,75.1,71.6,Yes
10.6,70.1,63.3,No
9.5,56.5,67.1,No
13,68.2,81.9,No
7.4,70.5,55.4,No
9.3,80.6,69.4,No
4.1,95.8,68.1,No
12.4,95.8,45.3,No
5.2,73.3,75,No
10.2,64.1,71.9,Yes
12.5,101.8,62.3,No
12.9,73,79.5,Yes
13.9,63.1,37.2,No
8.9,,57.6,No
12.4,38.5,74.9,No
7.6,65.6,55.5,Yes
0.1,64.3,50.7,Yes
,59.2,70.5,Yes
11.5,,51,Yes
15.1,96.6,74.2,No
9.9,108.9,,No
2,65.1,62,Yes
9.5,69.3,62.4,Yes
14.4,61.4,56.1,Yes
12.4,85.8,64.3,No
9.3,37.6,58.9,No
1.7,67.2,84,No
4.9,80.8,85,Yes
12.4,,63.1,Yes
1.7,66.4,78.1,No
8.4,94.8,72.2,Yes
10.2,73.9,51.6,Yes
15.7,98.9,47.8,No
,107.7,59,No
14.8,85.6,52,No
11.5,69.2,69.3,Yes
5.8,106.6,72.3,nan
6.9,,,No
5.3,44,77.8,Yes
13,90.4,89.5,Yes
6.5,124.5,57.6,No
8,88.7,71,Yes
10.1,78.7,72.5,No
18.2,,65.2,No
13.3,86.1,89.1,No
6.1,98.2,75.7,Yes
10.8,90,75.9,Yes
18.3,76.3,58.9,No
13.1,95.7,78.9,No
2,81.1,60.8,No
,85.2,75.2,No
5,,40.9,Yes
17.2,56.3,75,nan
16.3,74.6,75,No
6.9,77.3,69.3,Yes
6.8,51,30.6,Yes
10.2,53.2,78.7,Yes
10.4,62.5,82.6,Yes
5.2,95.8,47.1,Yes
8.8,71.1,79.4,Yes
2.7,77.6,48.5,No
16.4,81.2,55.9,Yes
1.2,87.6,61.9,Yes
1.1,85,79.7,No
12.2,76.3,73.7,Yes
3.8,72.2,64.4,Yes
7.5,96.9,61.6,No
10.3,65.1,71.4,No
13.4,102.2,66.8,No
8.9,63.6,79.8,No
18.9,69.3,52,No
10,89.2,93.4,No
16,122.3,78.5,No
11.4,36.3,36.5,Yes
20.7,92.3,67.5,Yes
15.3,84.5,46.9,Yes
10.2,65.9,63.5,Yes
13.1,82.2,29.8,No
8.7,51,44.4,No
8.6,59.1,64,Yes
3.5,83.6,57.4,Yes
6,54.8,80.6,No
20.3,78,58.9,nan
4,61.7,71.8,No
6.7,65.9,83.7,No
9.5,96.5,44.4,No
9.7,51.7,48.3,Yes
11.9,74.3,55.2,Yes
7.7,84.6,63.9,No
12.2,80.2,75.3,Yes
15.7,63.2,43.5,No
16.3,82.3,46.4,Yes
8.7,54.4,65.8,Yes
13.1,65.3,43,No
4.3,106.8,54.6,Yes
6.4,87.8,53.3,No
4.1,75.1,59.3,Yes
9.8,84,88.3,Yes
5.7,58.9,54.6,Yes
2.4,,50.3,nan
8.1,66,55.9,No
1.4,63.4,54.3,No
16.6,72.5,74.4,No
7.2,63,71.6,Yes
14.9,77.8,54.8,Yes
7.5,83.3,62.8,No
4,,54.8,No
15.9,18,67.4,No
10.4,57.6,81.3,Yes
19.4,53.4,80.7,Yes
7.7,82.4,71.5,Yes
7.8,60.4,56.3,No
15,65,54.3,Yes
15.1,91.8,43.7,Yes
,59.4,63.4,No
26.7,79.1,54.8,Yes
8.6,62.6,79.8,Yes
-1,65.6,44,No
5,51.7,76.1,Yes
8.6,64.6,43.4,nan
17.6,85.2,49.6,Yes
9.1,55.7,53.4,Yes
17.8,60.7,52.1,nan
12.2,,81.3,No
15.4,80.1,64,No
11.9,81.8,82.4,Yes
11.9,62.5,65.9,Yes
13.8,95.8,53.1,Yes
7.2,99.1,44,No
7.2,62.9,,Yes
11.7,96.4,55.6,Yes
19.7,101.8,72.4,No
2.3,33.6,79.9,No
-0.1,92.2,85.9,No
8.7,59.7,72,No
15.2,101.5,50.6,Yes
10.3,59,75.2,No
4.2,87.1,75.3,Yes
10.4,39.8,52.6,Yes
1.3,97.3,68.2,No
13.1,76.5,57,No
8.5,100.8,,No
9.6,60.7,79.4,No
12.1,79.3,,Yes
11,,80.1,Yes
7.3,74.5,62.6,No
15.2,83.6,55.8,Yes
14,89,,nan
1.1,44,90.7,No
8.8,64.6,81.3,No
4.6,97.8,52.3,Yes
3.7,34,30.9,No
,97.4,80.7,Yes
7.9,63.2,70,Yes
9.3,116.1,77.4,No
6.7,83.7,35,No
11.9,59,45.9,No
13.4,94.6,66.7,No
20.9,103.7,55,Yes
9.1,87.1,57.5,Yes
2.8,66.1,35,Yes
7.5,103.8,58.5,No
14.2,56.4,68.1,No
6.1,96.4,75.1,Yes
2.6,26.8,71,Yes
6.2,77.4,58.5,Yes
7.3,63.8,76.9,Yes
4.6,47.6,58.8,Yes
11.1,101.1,93.5,Yes
9.6,,70.3,No
13.9,102.7,64.1,No
7.8,44.3,65.4,Yes
12.8,96.1,,Yes
7.5,59.4,76.5,No
4.4,,53.4,nan
7.3,65.9,80.9,No
1.9,86.3,68.1,No
,57,52.8,No
10.7,80.2,71.2,Yes
6,88.8,55.1,No
8.1,104.9,53.7,Yes
-2.3,76.3,67.8,Yes
17.2,98.3,69.6,No
16.7,92,58.3,No
10.5,73.2,57.9,No
11.6,97.9,59.2,Yes
3.7,92.9,73.7,Yes
4,71.7,74.8,Yes
1.5,89.3,73.4,No
9.2,80.4,55.3,Yes
15.3,86,97,No
8.1,112.7,31.1,No
11.7,,51.2,No
14.9,80.1,72.6,No
1.9,75.6,87.8,Yes
19.2,90.8,69.9,Yes
,66,60.2,No
12.6,63.7,82.7,No
14.6,73.7,57.6,Yes
14.9,84.5,52.8,Yes
11.5,,77.1,No
17.1,21.9,86.8,No
7.7,56,41.4,Yes
12.3,103.3,89.8,No
16.6,105.9,78.6,Yes
-3.5,65.1,77.3,Yes
12.2,110.9,77.9,No
13.6,68.5,74.8,Yes
1.5,44.3,71.8,Yes
11.4,68.9,61.3,Yes
6,89.5,46.1,Yes
12,63.7,51.4,Yes
9.5,87.1,69.1,Yes
5.3,80.3,66.4,Yes
15.5,69.3,53.5,Yes
7.9,90.5,56,No
11.3,99.6,64.3,No
,78.6,55.3,No
5.4,86.8,53.8,nan
10,45.9,77.2,Yes
7.5,102.8,49.6,Yes
8.6,64.3,64.5,No
20.8,57.8,72.5,No
12.3,92.7,66.3,No
11.6,67.3,59.4,Yes
,61.1,88.8,Yes
12.2,69.1,78.1,No
0.9,50.7,92.8,No
21.5,60.9,57.8,No
2.7,95.4,67.6,No
18.7,98.3,80.2,No
13.1,76.3,94.3,No
10.9,,80.4,Yes
8.5,83.3,59.3,Yes
23,37.1,65.6,No
13,98.4,64.9,No
10.1,73.6,66.9,No
7.3,54.3,60.7,Yes
6.7,,67.6,Yes
10.3,75.9,20.1,Yes
5.3,66.5,,No
13.4,116,76,Yes
6.8,64.5,95.5,nan
15,90,68.6,Yes
14.9,88.9,59.2,Yes
9.7,58.1,47.6,Yes
12.9,72.2,53.6,Yes
13.2,70,,No
2.7,39.7,69.7,No
18.7,35.7,54.1,nan
8.7,31.5,64.6,No
13.5,66,73,No
13.6,55.1,79.5,No
-2.4,56.4,68.2,nan
6.7,66.6,58.5,Yes
14.2,75.1,43.3,No
,68.7,60.4,No
13.4,60.9,77.4,Yes
10.5,113.6,68.2,Yes
16.1,71,72.3,Yes
10.6,95,77.1,Yes
17.1,50.3,83.8,No
5.1,101.7,73.9,No
9.4,64,,No
7,131,26.7,No
11.9,48.8,73.6,No
8.6,53.7,93,Yes
8.9,71.2,44.4,No
6.5,67.9,80.7,No
7.7,51.5,82,Yes
9.9,104.5,69.6,Yes
-0.1,102.4,42.3,Yes
-1.5,68.2,43.7,No
10.3,95.2,67.6,Yes
-3.8,103.4,88.1,No
9,74.8,40,No
8.1,61.6,60.7,Yes
12.7,100.6,76.1,nan
6.6,97.5,59.2,Yes
17.8,49.9,61.5,Yes
14.2,103.3,86.9,No
2.4,54.6,,No
8.6,82.6,72.2,Yes
17.6,58.7,46.5,No
6.5,78.3,55.4,nan
9.7,77.3,67.2,nan
17,119.6,64.7,No
7.3,42.6,69.8,nan
15.6,59.6,86.7,No
5.5,65.7,65.1,Yes
-4.4,81.6,72.7,Yes
16.1,68.8,17,Yes
12.2,31,57.3,No
12.5,89.7,73.6,No
4.5,101.7,55.9,Yes
4.9,,50.7,Yes
15.8,65.9,97.5,Yes
11.2,79.1,75.7,No
9.4,50.7,56.8,Yes
,96.2,81.9,No
17.5,85,58.8,Yes
13.6,64.3,44.5,No
7.6,76.6,56.8,Yes
3,,53.3,Yes
12.9,98.3,55.5,Yes
5.4,73.5,48.6,Yes
4.1,117.9,64.7,No
16.6,102.4,75.4,Yes
14.4,85.6,62,No
11.9,67.1,61.5,Yes
3.8,67.7,71.3,Yes
18.9,79,61.3,No
15.1,72.8,73.8,Yes
8.5,109,62.3,No
7.4,56.3,79.3,No
,85.1,63.4,No
7.6,35,52,Yes
21.1,82.5,78.3,No
8.1,92.4,,No
4.7,103.8,53.1,Yes
17.9,63.2,76.1,Yes
7.2,60.8,48.5,No
13.9,95.5,36.6,Yes
,98.9,77.1,No
9.7,70.5,72.1,No
5.1,35.8,68.1,No
9.8,53.8,66.2,No
4.2,73.2,78.5,Yes
9.9,46.6,54.3,Yes
13.9,89.6,87.6,No
18.6,59.5,75.4,Yes
4.6,73.6,46.8,No
8.7,96.9,50.4,No
7.4,82.4,50.5,Yes
11.4,113.9,73.8,No
2.4,103,70.4,No
5.4,54.2,55.9,Yes
1.5,86.9,65.3,No
2.8,78.1,,No
6.7,98.7,77.3,Yes
18.4,85.5,66.2,No
11.7,65,,No
10.3,84.5,89.9,Yes
16.7,67.6,74.2,Yes
11.9,62.1,43.1,No
12.4,72.8,65.4,Yes
7.6,80,,No
6.8,101,82,No
3.4,65.1,57.9,No
7,36.7,80.4,Yes
8.6,71.1,60.4,No
11.7,80.1,54.3,Yes
9.8,78.6,46.6,Yes
8.2,69.9,51.5,No
5.4,94,67.3,Yes
12,81.2,64.8,No
7.5,87.1,57.6,nan
11.8,38.3,65.3,No
,71.5,77.1,Yes
11.7,72.2,96.9,No
13.7,108.7,62.8,Yes
13.1,72.9,90.4,Yes
9,61.8,65.9,No
14.6,60.6,55,Yes
3.6,94.6,87.1,No
9.6,63.4,55.1,nan
9,57.9,63.1,Yes
15.2,93.3,59,No
-0.1,82.8,108.8,Yes
4.7,70.3,55.6,Yes
18.7,48.4,51.5,Yes
-2.2,,86.7,Yes
14.1,91.5,58.9,No
6.5,55.9,44,No
11.3,82.3,79.8,No
17.1,73,49.9,Yes
11.5,57.3,59.9,No
17.2,66.1,76.1,No
7.5,74.1,69.5,Yes
8.2,48.6,53.8,No
13.9,86.4,62.6,No
7.8,60.8,52.1,Yes
13,61.6,82.7,No
15.9,85.1,69.9,Yes
14.3,65.9,34.2,No
2.1,70.7,29.1,Yes
8.3,72.9,73.7,Yes
-1,,66.4,nan
8.8,64.6,77.6,Yes
10.4,74.6,45.2,No
11.5,74.7,64.2,No
7.4,85.5,73,No
9,86.4,47.2,No
4.1,99.4,49.9,nan
7.6,,58.8,No
2.4,93.3,96.8,Yes
10.6,68.2,57.7,Yes
9,88.2,75.2,Yes
5.4,81.8,79.4,No
18.9,63.5,59.4,No
8.8,105.4,68,No
11.4,90.2,35.2,No
6.8,83.4,93.9,No
7.9,118.8,66.2,Yes
11.6,55.5,62.5,Yes
8.3,,44.3,nan
10,86.2,55.3,Yes
14,53.7,101.8,No
7.4,61.7,62.2,Yes
3.3,94.9,55.6,Yes
2.4,65.1,56.7,Yes
17.2,92.4,21.3,No
14.7,62.4,64.1,Yes
13.3,115.4,70.7,nan
7.8,28.1,51.3,No
3.3,95.2,69,Yes
,80,69,Yes
9.5,,13,No
4.3,70.5,68.5,Yes
2.7,36.5,72.8,No
1.3,82,50.6,Yes
13.3,63.1,,No
4,36,47.4,No
11.5,78.3,67.3,No
8,77.9,67.2,Yes
12.9,117.1,80,No
11.7,91.6,73.4,No
8.8,27.3,60.9,Yes
10.7,64.4,105.1,No
9.4,97.1,86.7,Yes
6.9,42.5,50.5,Yes
14.9,59.6,61,No
7.9,75,62.9,Yes
9.6,64.4,42.5,Yes
2.9,106.8,51.2,Yes
11.4,78.7,74.9,No
6.9,75.7,66.1,Yes
7.6,56.7,46.8,No
5.8,53,62.3,Yes
9.4,77.1,49.3,No
0,73.4,56.8,Yes
13.4,50.7,107.8,No
9.8,79.7,68.7,No
7.7,76.1,76.8,Yes
2.3,68.8,79.9,Yes
12.2,98.9,68.2,Yes
6.8,74.8,67.7,No
16.5,70.2,74.7,No
12.4,97.6,66.3,No
17.7,72,68.7,Yes
10.7,67,63.5,No
15.4,51.6,57.7,Yes
12.3,76.2,39.9,Yes
7.7,93.6,51,Yes
10.9,66.7,60,No
5.8,48.4,61.8,No
20.3,,83.1,Yes
9.5,96,68.9,Yes
10.1,86.7,70.1,Yes
11.9,76.9,,Yes
4.6,83.4,61.9,Yes
16.6,,50.1,Yes
,63.4,91.4,No
3.7,88.5,50.9,Yes
9.2,81.8,200,Yes
3.6,93.1,105.9,Yes
17.8,105.7,71.8,nan
8.8,50.3,16.8,No
-6.1,84.7,80.8,Yes
11,69.8,,nan
12.8,66.1,42.1,Yes
7.9,124.4,66.8,No
3.2,43.6,75,No
9.5,71.4,45.8,Yes
7.6,70.3,71.8,No
5.1,76,,Yes
4.7,35.6,84.8,Yes
10.8,55.4,65.5,Yes
14.5,76,71.8,Yes
12.3,47.1,41.4,Yes
1.4,94.1,71.3,Yes
13.1,86.6,69.9,Yes
13.9,43.3,,Yes
17,70.4,73.3,No
5.3,82.5,80.5,Yes
9.7,47.5,55.9,No
12.8,43.5,59.6,Yes
7.4,55.8,98.7,Yes
12.8,128.7,38.6,No
9.9,96.9,82.6,No
5.8,62.8,102.2,Yes
6.2,48.4,41.9,Yes
16.2,58.5,88.5,No
5,105.4,77.2,No
4.2,115.7,80.1,Yes
11.7,58.8,68.8,Yes
9.8,81.2,55.7,Yes
3.4,69.8,52,Yes
7.4,100.4,60.6,No
5.9,53.1,82.2,No
6.8,94.6,88.6,Yes
22.6,48.2,,Yes
8.5,94,,No
5.6,58,49.9,nan
20.1,68.7,64.6,nan
14.4,62.1,93.4,No
13.6,114.2,64.7,No
5.8,94.9,,Yes
16,66.8,88.8,No
14.1,58.5,45.6,No
10.7,101.3,56.7,nan
,7,47.3,No
9.9,84.6,86.7,No
18.6,55.8,73.1,No
11.1,120.1,79.8,No
,129.6,50.3,Yes
8.9,75.6,85,No
9.2,67.7,21.5,Yes
6,76.4,45.8,Yes
9.8,62.6,67.5,Yes
17.2,59.1,78.6,No
16.6,,54.8,No
6.2,87.5,35.4,No
16.4,77.7,51.5,Yes
13.8,80.8,48.2,Yes
13.2,62.3,106.9,Yes
12.2,56.3,75.3,No
5.3,56.1,49.7,No
8,90.4,41.4,No
14.2,76.6,52.7,Yes
4,79,67.4,No
4.8,81.8,57.8,Yes
11.5,73.8,97.3,Yes
6.1,77.2,53.8,No
14.1,100.9,74.3,No
6.2,90.5,54.4,Yes
11.2,71.6,77.5,Yes
,65.6,58.4,Yes
7.6,95.5,80.7,No
8.8,81.7,71.4,No
6.6,68.8,92.2,No
,49.2,68.2,Yes
5.2,108.9,73.4,No
8.9,52.5,46,Yes
13.7,80.7,,Yes
4.3,111.5,75.3,No
7.6,68.2,63,Yes
12.6,74.1,76.5,Yes
-0.4,92.1,57.4,No
19.3,,68.8,No
15.2,41.6,53.6,Yes
,67.9,72.1,Yes
-0.5,76.6,51.1,nan
10.1,76.4,66.8,Yes
4.4,103.3,200,Yes
14.8,56.1,84.1,No
,72.1,54.3,Yes
,105.1,56.2,Yes
7.1,,60.8,No
18,114.7,78.7,Yes
13.8,70.3,64.4,Yes
13,61.1,62.4,Yes
16,74.2,59.7,Yes
4.9,80.2,68.5,No
16.4,66.8,56,Yes
8.7,83,53,No
11.7,72,62.1,No
9.2,100.4,56.2,No
0.6,85.2,57.9,Yes
14.8,75.2,33.5,No
0.9,,84.7,No
5.2,91.1,,No
7.7,75.6,64.8,Yes
0.2,66,52.8,No
4.5,60.5,58.1,No
11.2,89,48,Yes
8.3,65.6,51.8,No
8.7,69,61.3,No
5.4,86.1,66.9,Yes
10.2,96.4,72.3,nan
8.4,86.9,77,Yes
1.8,92.1,83,Yes
9,89.2,74.5,No
3.8,75.2,63.9,Yes
14.5,82.9,71.5,Yes
8,111.5,62.6,Yes
22.6,71.1,50.8,No
14.8,53.2,95.8,Yes
9.3,24.5,79.2,No
12.9,113.7,72.5,Yes
-0.4,114.6,67.8,Yes
14.8,,75.2,No
5.9,100.7,69.5,Yes
10.4,,66.8,Yes
6.4,87.8,,No
6.9,85.1,65.6,Yes
9.1,60.1,83.7,Yes
10.4,77.6,67.2,Yes
9.9,82,43.1,Yes
10,76.4,72.2,No
1.9,73.9,56.1,No
21.7,101,50,No
11.2,95.3,55.3,No
12.2,92.5,,Yes
8.3,93.6,76.6,No
5.6,79.6,71.3,No
10.8,98.3,68.6,Yes
11.4,51,47.1,Yes
16.5,76.4,72.6,No
20.4,89.2,,No
17.4,85.9,67.8,Yes
1.2,82.5,56.3,Yes
7.7,93.5,48,No
11.7,,53.8,No
8,53.7,91.2,No
9.8,81,58.2,No
-0.7,60.6,40.6,Yes
14.6,96.4,69.8,No
0.6,89.5,58.2,Yes
2.1,55.6,49.9,No
4.9,74.9,74.5,No
9.5,45,59.9,No
1.9,94,67.8,Yes
4.7,64.3,66.4,Yes
,52.4,87.2,No
9.4,68.1,71.6,Yes
12.2,86.7,,No
3.8,80.7,50.3,No
9.7,65.2,40.6,No
9.3,72.9,103.9,No
6,69.2,76,Yes
9.7,56.3,49.1,No
0.5,37.7,82,No
12.2,74.9,65.8,No
8,86.7,60.4,Yes
,74.7,55.1,No
14.3,116,69,Yes
12.2,63.1,85,nan
8.4,74.2,80.7,No
4.4,84.7,97.3,Yes
,83.8,61.9,Yes
3.3,69.9,65.6,No
13.1,73.9,79.3,No
2,73.3,75.1,No
14.6,88.7,98.6,nan
15.1,61.1,99.1,No
0.4,26.3,60.3,No
12.2,68.1,34.7,No
11.8,108.8,23.6,No
13.5,91,71.6,No
11.8,43.6,59.2,Yes
5.2,88.5,76.1,No
8.9,79.2,56.3,Yes
18.3,67.5,89.8,No
-1,53.4,46,No
11.6,58.7,57.2,Yes
15.8,63.8,57.3,No
5,111.7,73,No
2.9,87.8,57.7,Yes
3.7,60.8,59,Yes
12,64.2,83.2,No
,74.3,81.4,Yes
9.3,66.3,70.2,No
,75.3,49.1,nan
9.7,72.1,71.2,No
6.1,76.9,77.4,Yes
10.6,35,63.2,No
9.7,91,53.3,No
12.3,63.8,57.2,Yes
18.1,93.1,69.1,Yes
12,118.9,85.6,Yes
20.2,45.9,51.5,Yes
12.3,77,71.4,No
6.2,66.6,80.6,Yes
21.4,82.9,71.8,Yes
,32.9,79.9,Yes
4.7,67.8,56.9,Yes
21.6,58.6,62.2,No
6.3,107.5,44.4,No
6.1,112.2,,No
7.2,69.3,52.7,No
10.8,52.1,50.2,Yes
14.7,58.2,74.6,Yes
-3.2,75.8,40,Yes
14.6,47,45.8,No
7.2,85.4,76.9,No
7.9,71.1,61.2,No
18.6,82.1,48.8,Yes
11.1,82.9,72.2,Yes
12.2,102.6,61.5,No
9.8,87.7,68.9,No
13.8,80.9,68,Yes
18.1,80,61.3,No
-2.4,35.4,52.5,No
,78.6,,No
17.7,87.2,69.8,Yes
12.5,72.6,,Yes
6.6,108.3,69.7,Yes
,45.3,60,No
21.8,60.2,70.1,No
5.5,62.3,43,No
,75.2,71,No
,,77.1,Yes
,50.2,18.7,No
8.4,67.9,80.8,nan
2,95.3,88.4,Yes
10,,72.1,nan
,61.1,32.7,Yes
23.4,67.5,66.7,Yes
13.1,59.4,53.1,Yes
13.9,49.8,65.8,Yes
13.9,83.5,70.8,Yes
6.5,49.4,75,Yes
9.3,88.3,68.4,No
10.6,111.4,61.1,No
19.7,82.5,86.5,No
4.2,87.5,52.2,Yes
6.4,86.9,45.8,Yes
8.2,65.2,60.9,No
6.6,82.4,59.7,Yes
2.7,81.2,52.5,No
-3.5,62.5,73.2,No
0.9,24.7,57.2,No
15.5,54,75.5,Yes
10,56.2,40.4,No
14.2,85,53.6,Yes
7.1,45.4,80.3,No
,112.4,56.5,No
18.1,107.6,53.6,Yes
17.8,96,87.3,No
14.7,64.8,85.9,No
11,33.4,47.8,Yes
12.6,91.6,61.6,Yes
11.9,60,66.4,No
9.2,90.8,71,Yes
8,87,44.1,No
15.6,66.2,45.7,Yes
3.5,50.6,70.6,nan
17.4,78.7,79.2,Yes
,,58.9,Yes
3.4,80.6,57.5,Yes
7.3,84.4,67.1,No
5.6,61.8,67,No
,44.9,68.1,nan
7,107.6,100.5,No
6.8,64.3,51.5,No
8.5,,51.8,No
9.7,96.8,58.6,Yes
13.8,63.6,,No
8.8,59.8,54.7,Yes
11.6,115.2,57.7,Yes
,60.3,48.8,No
12.7,99.3,51,No
10.2,78.1,42.9,Yes
6.8,77.6,72.3,Yes
5.4,64.9,56.5,No
11.1,71,76.7,Yes
16.4,110.7,73.6,No
8.9,92.1,93.3,nan
6.5,47.7,63.2,No
8.7,55.2,68.8,No
7.2,82.7,49.5,Yes
6.7,87.8,62.2,Yes
2.8,90.3,71.2,Yes
8.8,73.5,45.2,Yes
11.2,58,73,Yes
4.6,58.8,67.5,No
5.6,29,,No
5.3,107.7,67.1,No
3.1,22.4,,No
5.2,70.2,68.9,Yes
9,39.6,79.6,No
3.3,63.3,86,nan
9.3,86.5,57.1,Yes
6.5,29.3,69.5,No
5.4,82.1,,Yes
11.9,92.4,101.3,No
6.8,66.7,77.2,No
7.6,129.8,51.4,Yes
16.5,30.1,87.4,Yes
5.4,40.7,40.8,Yes
17.8,68.9,52.1,Yes
8.3,69.3,55.9,No
4.3,,61.6,No
7.2,93.6,74.1,Yes
10.3,49.9,51.7,Yes
16.3,47.8,58.1,Yes
14,61.1,62.7,No
10.3,95.6,74.8,No
16.3,91.2,59.8,Yes
0.6,73.6,69,Yes
11.2,64.8,71.2,Yes
11.5,71.9,72.2,Yes
11.6,82.2,25.8,Yes
1.9,77,69.1,Yes
4.9,46.8,38.6,Yes
9.2,45.4,64.7,No
15.6,69.8,,No
19.6,89.5,74.7,Yes
6.7,53.8,36.2,Yes
3.5,83.1,48.3,No
14.1,39.2,58.5,No
23.1,76.4,59.2,Yes
15.5,59.4,68.9,No
6.3,33.2,47.2,Yes
24.3,64.1,68.4,Yes
13.4,49.7,63,No
6,69.5,86.2,Yes
19.7,83.3,48.8,Yes
